Name,RA,DEC,S,pmax,SZcat,ACT,PSZ2,Priority
ComPACT_G112.887-61.490,8.08333,1.00833,39,0.936452865600586,SZ_G112.96-61.54,ACT-CL J0032.2+0100,,1
ComPACT_G218.26824.795,127.35,6.66667,24,0.927810788154602,SZ_G218.21+24.83,,,3
ComPACT_G211.306-74.899,29.65833,-25.7,22,0.9493905305862428,SZ_G211.16-74.95,,,3
ComPACT_G325.530-82.135,9.20833,-34.34167,36,0.9936396479606628,SZ_G325.07-82.14,,,1
ComPACT_G106.656-61.737,5.23333,0.16667,47,0.9835030436515808,SZ_G106.79-61.73,,,1
ComPACT_G158.159-70.242,24.3,-10.56667,33,0.9870961904525756,SZ_G158.13-70.30,ACT-CL J0137.1-1034,,1
ComPACT_G322.62159.507,202.70833,-1.85,27,0.910914421081543,SZ_G322.74+59.49,,PSZ2 G322.77+59.52,2
ComPACT_G255.442-66.200,36.18333,-41.29167,36,0.9583368301391602,SZ_G255.59-66.21,,,1
ComPACT_G358.058-72.169,354.73333,-36.15,60,0.9998905658721924,SZ_G357.97-72.23,,,1
ComPACT_G25.923-18.363,296.44167,-14.28333,25,0.991114616394043,SZ_G025.93-18.43,,,3
ComPACT_G201.259-35.125,66.6,-6.60833,36,0.9921208620071412,SZ_G201.29-35.18,,,1
ComPACT_G286.13061.767,185.0,-0.075,28,0.8448289036750793,SZ_G286.24+61.80,,,2
ComPACT_G273.24956.602,177.025,-2.575,47,0.9959936141967772,SZ_G273.34+56.64,ACT-CL J1148.0-0234,,1
ComPACT_G259.492-29.280,89.13333,-51.875,27,0.959557294845581,SZ_G259.56-29.27,,,2
ComPACT_G240.50238.363,148.78333,-2.29167,21,0.9320226311683656,SZ_G240.47+38.42,,,3
ComPACT_G194.152-72.232,30.8,-20.29167,75,0.9999582767486572,SZ_G194.16-72.30,ACT-CL J0203.1-2017,,1
ComPACT_G268.43365.112,178.99167,6.025,36,0.9565266966819764,SZ_G268.29+65.09,,,1
ComPACT_G337.509-44.346,323.925,-57.43333,53,0.9933534860610962,SZ_G337.57-44.30,ACT-CL J2135.6-5726,,1
ComPACT_G228.023-40.715,69.025,-28.23333,43,0.955920398235321,SZ_G227.94-40.69,,,1
ComPACT_G295.01358.265,188.69167,-4.35,22,0.9609268307685852,SZ_G294.89+58.26,,,3
ComPACT_G39.66016.241,271.15,13.15833,23,0.9833900332450868,SZ_G039.59+16.24,,,3
ComPACT_G172.000-54.507,38.89167,-1.875,27,0.9160656929016112,SZ_G171.90-54.53,,,2
ComPACT_G1.69541.260,232.90833,-2.65,44,0.9996045231819152,SZ_G001.65+41.31,,,1
ComPACT_G201.85127.792,124.1,21.34167,24,0.9850611090660096,SZ_G201.88+27.85,,,3
ComPACT_G331.318-65.188,355.53333,-47.94167,29,0.9832640290260316,SZ_G331.46-65.21,,,2
ComPACT_G208.91835.289,133.8,18.31667,35,0.9423298239707948,SZ_G208.85+35.32,,,1
ComPACT_G334.807-40.661,318.4,-60.50833,27,0.984582245349884,SZ_G334.84-40.72,,,2
ComPACT_G228.311-49.006,59.73333,-29.93333,73,0.9999715089797974,SZ_G228.31-49.07,ACT-CL J0358.9-2955,PSZ2 G228.30-49.02,1
ComPACT_G234.073-35.040,76.625,-31.64167,31,0.989857852458954,SZ_G234.12-35.09,,,1
ComPACT_G19.167-66.865,346.66667,-30.16667,25,0.9739582538604736,SZ_G019.06-66.82,,,3
ComPACT_G76.821-28.900,331.10833,18.65,21,0.9617798328399658,SZ_G076.75-28.89,,,3
ComPACT_G167.192-78.083,21.59167,-18.33333,21,0.8834244608879089,SZ_G167.23-78.15,,,3
ComPACT_G209.149-24.488,79.28333,-7.79167,31,0.9397138953208924,SZ_G209.11-24.54,,,1
ComPACT_G345.40675.516,202.98333,16.1,24,0.9225894808769226,SZ_G345.33+75.46,ACT-CL J1331.8+1605,,3
ComPACT_G228.166-24.389,86.475,-23.65833,21,0.9651101231575012,SZ_G228.21-24.44,,,3
ComPACT_G216.14559.531,159.875,21.575,36,0.9884254932403564,SZ_G216.02+59.54,,,1
ComPACT_G256.20374.305,181.04167,15.9,31,0.9114055633544922,SZ_G256.05+74.26,,,1
ComPACT_G240.58875.747,179.45,19.89167,30,0.9974295496940612,SZ_G240.84+75.76,,,2
ComPACT_G214.61445.528,145.48333,17.88333,37,0.9869264960289,SZ_G214.58+45.59,,,1
ComPACT_G302.049-76.751,13.125,-40.375,35,0.955705225467682,SZ_G302.11-76.81,,,1
ComPACT_G7.806-36.791,310.39167,-35.15,54,0.9986552000045776,SZ_G007.73-36.82,ACT-CL J2041.5-3508,PSZ2 G007.76-36.83,1
ComPACT_G101.526-61.202,2.73333,-0.025,26,0.8720237612724304,SZ_G101.66-61.21,,,2
ComPACT_G358.301-37.027,309.46667,-42.71667,24,0.9932600855827332,SZ_G358.35-37.08,,,3
ComPACT_G177.364-67.072,31.80833,-12.60833,23,0.9594767093658448,SZ_G177.52-67.10,,,3
ComPACT_G63.145-42.842,333.53333,1.05,27,0.9666001796722412,SZ_G063.22-42.81,,,2
ComPACT_G91.385-65.222,0.13333,-5.51667,38,0.9894575476646424,SZ_G091.38-65.16,,,1
ComPACT_G124.790-66.278,13.60833,-3.41667,21,0.9699923396110536,SZ_G124.65-66.30,,,3
ComPACT_G37.17933.320,253.925,17.79167,59,0.9883846044540404,SZ_G037.24+33.29,ACT-CL J1655.6+1747,,1
ComPACT_G302.90470.055,192.85,7.18333,32,0.9663406610488892,SZ_G302.89+70.12,,,1
ComPACT_G200.911-28.141,72.58333,-2.95833,44,0.993844509124756,SZ_G200.96-28.19,ACT-CL J0450.3-0256,PSZ2 G200.95-28.16,1
ComPACT_G209.03025.183,124.08333,14.40833,36,0.939689874649048,SZ_G208.96+25.18,,,1
ComPACT_G333.61078.639,198.9,17.23333,54,0.8987464308738708,SZ_G333.89+78.61,,,1
ComPACT_G9.35674.930,207.58333,20.35,23,0.9593599438667296,SZ_G009.20+74.88,,,3
ComPACT_G270.18960.088,177.20833,1.25833,29,0.9380006194114684,SZ_G270.31+60.10,,,2
ComPACT_G237.48531.721,141.975,-4.29167,29,0.9769296646118164,SZ_G237.44+31.67,,,2
ComPACT_G215.831-56.622,49.80833,-23.925,53,0.997554361820221,SZ_G215.73-56.59,ACT-CL J0319.2-2355,,1
ComPACT_G131.323-72.026,15.475,-9.325,40,0.9953128099441528,SZ_G131.49-72.06,ACT-CL J0101.8-0919,,1
ComPACT_G69.390-23.825,322.4,17.43333,45,0.9948368072509766,SZ_G069.46-23.85,ACT-CL J2129.6+1725,,1
ComPACT_G131.004-52.745,17.80833,9.81667,21,0.9719109535217284,SZ_G131.02-52.68,,,3
ComPACT_G341.44168.070,206.49167,9.375,21,0.9062879085540771,SZ_G341.31+68.03,,,3
ComPACT_G202.921-45.397,57.95,-12.475,29,0.942140519618988,SZ_G203.01-45.41,,,2
ComPACT_G176.184-26.657,60.93333,15.74167,62,0.9988744854927064,SZ_G176.24-26.69,,,1
ComPACT_G247.16244.090,156.39167,-2.425,53,0.999014139175415,SZ_G247.07+44.08,ACT-CL J1025.5-0225,,1
ComPACT_G1.32854.174,222.91667,5.55,22,0.9391301274299622,SZ_G001.43+54.15,,,3
ComPACT_G198.180-36.101,64.50833,-4.90833,30,0.9714078307151794,SZ_G198.11-36.12,,,2
ComPACT_G317.655-66.193,3.7,-49.875,60,0.9993813037872314,SZ_G317.66-66.26,ACT-CL J0014.8-4952,,1
ComPACT_G209.55438.839,137.5,19.075,30,0.9812001585960388,SZ_G209.49+38.80,,,2
ComPACT_G269.871-47.295,56.0,-57.24167,31,0.9749241471290588,SZ_G269.78-47.31,,,1
ComPACT_G235.88061.654,166.11667,13.68333,31,0.9769540429115297,SZ_G235.89+61.59,,,1
ComPACT_G254.755-48.153,60.075,-47.35833,22,0.9790759086608888,SZ_G254.78-48.21,,,3
ComPACT_G174.399-34.085,54.29167,11.75,31,0.9560574889183044,SZ_G174.44-34.14,,,1
ComPACT_G227.30326.341,132.61667,0.25,26,0.9879004955291748,SZ_G227.31+26.28,,,2
ComPACT_G281.95066.829,184.725,5.29167,27,0.9517715573310852,SZ_G282.09+66.79,,,2
ComPACT_G260.53758.927,172.46667,2.94167,46,0.995375394821167,SZ_G260.47+58.87,ACT-CL J1129.8+0256,,1
ComPACT_G245.59245.241,156.5,-0.825,45,0.987428605556488,SZ_G245.51+45.27,,,1
ComPACT_G173.015-41.439,48.28333,7.25833,29,0.9294518828392028,SZ_G173.10-41.44,,,2
ComPACT_G237.913-63.832,42.10833,-35.1,25,0.9837889671325684,SZ_G237.95-63.89,,,3
ComPACT_G292.43762.182,187.98333,-0.29167,57,0.9890641570091248,SZ_G292.57+62.18,,,1
ComPACT_G224.30419.872,125.63333,-0.575,25,0.9669838547706604,SZ_G224.30+19.81,,,3
ComPACT_G260.392-56.272,47.0,-48.01667,21,0.9921579360961914,SZ_G260.40-56.21,,,3
ComPACT_G245.38348.178,158.60833,1.225,28,0.9754330515861512,SZ_G245.29+48.19,,,2
ComPACT_G257.98956.051,169.61667,1.51667,29,0.988103449344635,SZ_G258.03+56.11,,,2
ComPACT_G199.429-21.039,78.08333,1.73333,34,0.9791964888572692,SZ_G199.45-21.10,,,1
ComPACT_G335.30267.154,204.95833,7.375,34,0.9634724855422974,SZ_G335.44+67.12,,,1
ComPACT_G154.044-50.057,32.43333,8.025,40,0.9910332560539246,SZ_G154.06-49.99,,,1
ComPACT_G55.533-80.685,3.5,-23.24167,31,0.9831937551498412,SZ_G055.92-80.67,,,1
ComPACT_G200.557-73.732,30.1,-22.6,69,0.9980132579803468,SZ_G200.56-73.80,ACT-CL J0200.3-2236,,1
ComPACT_G260.08356.623,170.88333,1.25,21,0.9646044373512268,SZ_G259.97+56.64,,,3
ComPACT_G241.61751.030,159.23333,4.925,37,0.8910859227180481,SZ_G241.52+51.04,,,1
ComPACT_G156.881-66.026,26.06667,-6.7,22,0.9729044437408448,SZ_G156.72-66.02,,,3
ComPACT_G226.70028.381,134.10833,1.74167,97,0.9907003045082092,SZ_G226.67+28.44,ACT-CL J0856.5+0143,,1
ComPACT_G329.61772.238,200.88333,11.05,51,0.961011290550232,SZ_G329.83+72.25,,,1
ComPACT_G228.592-43.625,65.875,-29.24167,43,0.9907346963882446,SZ_G228.67-43.66,,,1
ComPACT_G337.149-53.316,338.34167,-53.64167,54,0.9975136518478394,SZ_G337.20-53.26,ACT-CL J2233.3-5338,,1
ComPACT_G134.385-59.176,18.70833,3.175,50,0.9932013154029846,SZ_G134.46-59.23,,,1
ComPACT_G99.940-67.845,4.33333,-6.50833,29,0.808069109916687,SZ_G099.83-67.80,,,2
ComPACT_G12.26937.507,240.80833,1.63333,44,0.9902939796447754,SZ_G012.35+37.52,,,1
ComPACT_G237.52434.827,144.51667,-2.5,22,0.9777117967605592,SZ_G237.46+34.86,,,3
ComPACT_G94.693-37.275,349.18333,20.35,22,0.9799853563308716,SZ_G094.66-37.33,,,3
ComPACT_G239.19939.851,149.35,-0.58333,50,0.9807759523391724,SZ_G239.17+39.79,,,1
ComPACT_G19.58455.854,227.325,15.19167,23,0.9482763409614564,SZ_G019.47+55.87,,,3
ComPACT_G216.89937.079,138.075,13.05,33,0.8988246321678162,SZ_G216.98+37.08,,,1
ComPACT_G355.649-80.600,3.99167,-32.54167,34,0.9873864054679872,SZ_G355.28-80.62,,,1
ComPACT_G26.039-26.785,304.53333,-17.50833,35,0.9959179759025574,SZ_G026.10-26.76,,,1
ComPACT_G301.242-70.601,13.675,-46.51667,22,0.8768208026885986,SZ_G301.05-70.61,,,3
ComPACT_G357.923-17.460,284.14167,-38.6,26,0.9829064011573792,SZ_G357.93-17.52,,,2
ComPACT_G41.74321.726,266.78333,17.18333,64,0.9998433589935304,SZ_G041.73+21.66,ACT-CL J1747.1+1710,PSZ2 G041.69+21.68,1
ComPACT_G23.551-51.438,329.425,-26.55,30,0.9677926301956176,SZ_G023.52-51.38,,,2
ComPACT_G194.421-60.924,41.375,-15.14167,23,0.8773906230926514,SZ_G194.52-60.88,,,3
ComPACT_G109.724-51.381,4.51667,10.63333,32,0.9856809377670288,SZ_G109.83-51.38,,,1
ComPACT_G278.91055.739,179.56667,-4.63333,22,0.9845919013023376,SZ_G278.94+55.80,,,3
ComPACT_G218.402-65.899,39.95,-26.8,35,0.8711335062980652,SZ_G218.44-65.84,,,1
ComPACT_G195.204-38.976,60.81667,-4.36667,24,0.9825626611709596,SZ_G195.21-39.04,,,3
ComPACT_G355.990-43.390,318.225,-44.58333,48,0.9989676475524902,SZ_G356.08-43.41,ACT-CL J2112.8-4434,,1
ComPACT_G168.931-46.107,42.94167,5.74167,22,0.898567259311676,SZ_G168.85-46.08,,,3
ComPACT_G330.62782.669,196.49167,20.59167,23,0.9855198264122008,SZ_G330.33+82.62,,,3
ComPACT_G178.912-27.201,62.175,13.55833,37,0.9956865310668944,SZ_G178.95-27.26,,,1
ComPACT_G267.375-39.077,71.69167,-58.15833,57,0.9672765135765076,SZ_G267.41-39.14,,,1
ComPACT_G198.685-30.290,69.75,-2.34167,38,0.975716471672058,SZ_G198.61-30.30,,,1
ComPACT_G243.93638.792,150.80833,-4.10833,41,0.995678722858429,SZ_G243.96+38.73,,,1
ComPACT_G165.324-42.997,42.88333,9.775,21,0.9714853763580322,SZ_G165.29-43.06,,,3
ComPACT_G158.736-34.412,43.70833,19.74167,26,0.94983172416687,SZ_G158.73-34.48,,,2
ComPACT_G346.313-30.387,298.35833,-52.05833,27,0.9602231383323668,SZ_G346.33-30.32,,PSZ2 G346.30-30.35,2
ComPACT_G28.945-37.303,315.8,-19.0,26,0.9792940020561218,SZ_G028.96-37.24,,,2
ComPACT_G122.666-49.788,12.68333,13.08333,36,0.9789904356002808,SZ_G122.70-49.73,,,1
ComPACT_G277.155-53.032,42.25833,-57.80833,39,0.9973365664482116,SZ_G277.05-53.04,,,1
ComPACT_G150.992-39.094,35.54167,18.78333,77,0.9943021535873412,SZ_G150.91-39.09,ACT-CL J0222.1+1847,PSZ2 G150.90-39.05,1
ComPACT_G205.576-44.189,59.9,-13.65833,42,0.9420737624168396,SZ_G205.55-44.25,ACT-CL J0359.5-1339,PSZ2 G205.56-44.20,1
ComPACT_G278.63757.103,179.925,-3.30833,27,0.966693103313446,SZ_G278.52+57.09,,,2
ComPACT_G219.010-22.572,84.93333,-15.19167,23,0.9927088022232056,SZ_G219.05-22.63,,,3
ComPACT_G32.77339.917,246.14167,16.9,25,0.9520925879478456,SZ_G032.85+39.89,,,3
ComPACT_G27.18750.561,234.28333,17.19167,40,0.9753434062004088,SZ_G027.09+50.55,,,1
ComPACT_G235.95828.607,138.65833,-5.00833,35,0.9775057435035706,SZ_G235.90+28.57,,,1
ComPACT_G20.34151.934,231.15833,13.85,21,0.8718106150627136,SZ_G020.41+51.88,,,3
ComPACT_G301.404-62.656,14.06667,-54.45833,21,0.9171488881111144,SZ_G301.28-62.63,,,3
ComPACT_G212.98117.696,118.73333,7.925,22,0.9389004707336426,SZ_G213.00+17.76,,,3
ComPACT_G313.625-58.457,2.36667,-57.79167,22,0.9788347482681274,SZ_G313.68-58.52,,,3
ComPACT_G76.223-47.267,343.15833,4.54167,53,0.998932421207428,SZ_G076.22-47.33,ACT-CL J2252.6+0432,PSZ2 G076.18-47.30,1
ComPACT_G174.700-63.417,33.725,-9.28333,44,0.8695056438446045,SZ_G174.57-63.45,,,1
ComPACT_G352.70571.165,207.59167,14.24167,25,0.9463826417922974,SZ_G352.84+71.12,,,3
ComPACT_G230.354-76.569,27.74167,-30.35833,35,0.9397008419036864,SZ_G230.20-76.51,,,1
ComPACT_G24.41222.793,258.8,3.15833,56,0.9972981810569764,SZ_G024.43+22.73,ACT-CL J1715.1+0309,PSZ2 G024.44+22.76,1
ComPACT_G222.12319.112,123.975,0.85833,21,0.9350119233131408,SZ_G222.14+19.17,,,3
ComPACT_G112.557-47.809,5.68333,14.48333,46,0.9322208762168884,SZ_G112.59-47.87,,,1
ComPACT_G322.51177.801,197.075,15.575,41,0.9863687753677368,SZ_G322.74+77.76,,,1
ComPACT_G50.637-35.410,321.85833,-2.5,23,0.936217486858368,SZ_G050.71-35.43,,,3
ComPACT_G82.304-73.278,1.725,-14.025,22,0.8966203927993774,SZ_G082.53-73.29,,,3
ComPACT_G28.92338.764,246.05,13.70833,47,0.9584653973579408,SZ_G028.85+38.73,,,1
ComPACT_G143.021-45.244,27.38333,15.35,29,0.9494501948356628,SZ_G143.11-45.27,,,2
ComPACT_G106.147-56.241,3.58333,5.41667,25,0.9635036587715148,SZ_G106.03-56.23,,,3
ComPACT_G349.33948.882,221.35833,-3.44167,34,0.9980243444442748,SZ_G349.24+48.90,ACT-CL J1445.3-0326,,1
ComPACT_G3.995-81.454,4.13333,-30.99167,30,0.9907522201538086,SZ_G003.71-81.40,,,2
ComPACT_G355.82862.514,214.74167,9.01667,42,0.998815894126892,SZ_G355.74+62.46,ACT-CL J1418.9+0900,,1
ComPACT_G12.18051.335,229.14167,9.15,25,0.9652369618415833,SZ_G012.19+51.40,,,3
ComPACT_G241.47767.317,172.34167,14.875,38,0.9864132404327391,SZ_G241.62+67.28,,,1
ComPACT_G354.33763.790,213.34167,9.43333,25,0.9397461414337158,SZ_G354.28+63.73,,,3
ComPACT_G249.890-21.647,97.20833,-41.725,67,0.9979992508888244,SZ_G249.96-21.64,ACT-CL J0628.8-4143,PSZ2 G249.87-21.65,1
ComPACT_G7.18943.273,233.86667,1.78333,56,0.9989332556724548,SZ_G007.21+43.21,ACT-CL J1535.4+0147,,1
ComPACT_G54.609-42.665,329.63333,-3.85833,55,0.9983518123626708,SZ_G054.52-42.68,ACT-CL J2158.5-0351,,1
ComPACT_G274.12565.923,181.46667,5.63333,35,0.973010003566742,SZ_G274.08+65.86,,,1
ComPACT_G120.849-58.446,11.76667,4.40833,83,0.9875844120979308,SZ_G120.76-58.49,,,1
ComPACT_G207.24319.184,117.74167,13.48333,22,0.8807600736618042,SZ_G207.31+19.19,,,3
ComPACT_G36.70935.633,251.50833,18.25833,30,0.9687563180923462,SZ_G036.78+35.66,,,2
ComPACT_G282.28359.517,182.55,-1.69167,27,0.9709212183952332,SZ_G282.28+59.58,,,2
ComPACT_G20.31555.215,228.10833,15.28333,33,0.9885138869285583,SZ_G020.22+55.25,,,1
ComPACT_G221.09751.330,152.79167,16.08333,36,0.9865016341209412,SZ_G220.99+51.33,ACT-CL J1011.1+1604,,1
ComPACT_G129.284-43.414,17.74167,19.21667,33,0.9642675518989564,SZ_G129.37-43.43,,,1
ComPACT_G7.53850.366,228.28333,6.18333,58,0.9976698756217957,SZ_G007.43+50.36,ACT-CL J1513.1+0611,,1
ComPACT_G44.404-73.355,355.14167,-22.71667,23,0.9755725860595704,SZ_G044.38-73.29,,,3
ComPACT_G8.659-47.257,323.25,-35.675,32,0.9875918626785278,SZ_G008.73-47.21,,,1
ComPACT_G333.59466.342,204.74167,6.34167,72,0.9997517466545104,SZ_G333.43+66.35,ACT-CL J1338.9+0620,,1
ComPACT_G356.385-38.760,311.73333,-44.325,22,0.9622756242752076,SZ_G356.37-38.83,,,3
ComPACT_G52.673-48.799,334.05833,-8.34167,34,0.9825308918952942,SZ_G052.61-48.85,,,1
ComPACT_G335.990-24.040,284.41667,-60.10833,21,0.992833137512207,SZ_G335.92-24.03,,,3
ComPACT_G188.354-34.982,61.08333,2.4,54,0.9983017444610596,SZ_G188.33-35.04,,PSZ2 G188.33-34.98,1
ComPACT_G98.420-63.082,2.025,-2.29167,21,0.8543558120727539,SZ_G098.30-63.12,,,3
ComPACT_G74.789-69.841,357.59167,-12.90833,34,0.990523874759674,SZ_G074.98-69.84,,,1
ComPACT_G162.277-31.627,48.0,20.3,22,0.9034768342971802,SZ_G162.33-31.67,,,3
ComPACT_G352.48760.755,214.84167,6.65,47,0.9927219748497008,SZ_G352.42+60.81,ACT-CL J1419.3+0638,,1
ComPACT_G236.24641.128,149.05833,1.98333,44,0.9961920976638794,SZ_G236.21+41.19,ACT-CL J0956.1+0158,,1
ComPACT_G235.77931.556,141.0,-3.2,37,0.9249979853630066,SZ_G235.70+31.56,,,1
ComPACT_G27.56057.084,227.94167,19.725,23,0.832618236541748,SZ_G027.59+57.02,,,3
ComPACT_G239.237-46.838,63.05833,-37.04167,48,0.997385799884796,SZ_G239.32-46.87,ACT-CL J0412.1-3702,,1
ComPACT_G121.611-66.583,12.33333,-3.71667,75,0.9515904784202576,SZ_G121.49-66.63,,,1
ComPACT_G221.36545.027,146.93333,13.31667,27,0.9172323346138,SZ_G221.46+45.04,,,2
ComPACT_G86.842-65.382,358.55833,-6.6,23,0.9631915092468262,SZ_G086.77-65.32,,,3
ComPACT_G336.622-24.057,284.70833,-59.55,22,0.9773962497711182,SZ_G336.62-23.99,,,3
ComPACT_G153.999-70.840,22.775,-10.4,39,0.9968568086624146,SZ_G153.98-70.91,ACT-CL J0131.0-1024,,1
ComPACT_G217.336-19.892,86.8,-12.675,34,0.9781689643859864,SZ_G217.40-19.93,,,1
ComPACT_G200.544-31.359,69.61667,-4.25833,28,0.966939389705658,SZ_G200.61-31.32,,,2
ComPACT_G314.80180.432,194.91667,17.75,29,0.9934409260749816,SZ_G314.46+80.39,ACT-CL J1259.6+1744,,2
ComPACT_G174.191-45.734,45.91667,3.56667,31,0.9722785353660583,SZ_G174.26-45.78,,,1
ComPACT_G258.69749.401,165.79167,-3.94167,45,0.9179263710975648,SZ_G258.59+49.41,,,1
ComPACT_G300.82172.770,192.225,9.90833,34,0.9957179427146912,SZ_G300.70+72.83,,,1
ComPACT_G66.379-83.773,7.19167,-23.58333,29,0.9903970956802368,SZ_G065.77-83.76,,PSZ2 G065.81-83.77,2
ComPACT_G350.185-62.466,345.14167,-43.125,43,0.8243932127952576,SZ_G350.21-62.53,,,1
ComPACT_G171.621-35.516,51.6,12.31667,29,0.9802783131599426,SZ_G171.58-35.46,,,2
ComPACT_G334.788-60.902,349.325,-50.0,26,0.9495192170143129,SZ_G334.81-60.84,ACT-CL J2317.2-5000,,2
ComPACT_G327.17259.424,204.91667,-1.15833,27,0.962078869342804,SZ_G327.04+59.42,,,2
ComPACT_G260.42660.273,173.23333,4.05,21,0.9521241784095764,SZ_G260.43+60.34,,,3
ComPACT_G41.735-62.059,343.375,-19.81667,43,0.8291279077529907,SZ_G041.88-62.06,,,1
ComPACT_G338.34058.498,210.48333,0.55833,25,0.9433611631393432,SZ_G338.26+58.45,,,3
ComPACT_G206.20230.594,128.31667,18.775,46,0.99192613363266,SZ_G206.28+30.58,,,1
ComPACT_G262.338-42.355,67.3,-53.76667,36,0.8101844787597656,SZ_G262.29-42.41,,,1
ComPACT_G144.047-43.634,28.65,16.63333,27,0.9912680387496948,SZ_G144.13-43.61,,,2
ComPACT_G17.445-56.254,334.33333,-30.74167,22,0.9607341289520264,SZ_G017.36-56.30,,,3
ComPACT_G234.322-34.446,77.35833,-31.70833,32,0.9856145977973938,SZ_G234.36-34.39,,,1
ComPACT_G300.667-66.203,14.30833,-50.9,28,0.9660978317260742,SZ_G300.57-66.26,,,2
ComPACT_G338.595-40.505,316.625,-57.775,21,0.9481438398361206,SZ_G338.58-40.57,,,3
ComPACT_G219.14048.820,149.875,16.25,28,0.9383994340896606,SZ_G219.24+48.80,,,2
ComPACT_G253.165-28.688,88.70833,-46.31667,28,0.9280754923820496,SZ_G253.23-28.72,,,2
ComPACT_G9.866-19.704,291.51667,-28.81667,44,0.9964722394943236,SZ_G009.84-19.77,,,1
ComPACT_G173.399-33.959,53.78333,12.425,22,0.8185641169548035,SZ_G173.41-34.03,,,3
ComPACT_G111.621-47.572,5.0,14.60833,49,0.9965866804122924,SZ_G111.61-47.50,ACT-CL J0019.9+1436,,1
ComPACT_G212.63621.281,121.85833,9.775,33,0.9180002212524414,SZ_G212.56+21.28,,,1
ComPACT_G241.779-81.903,21.11667,-30.79167,21,0.93819659948349,SZ_G242.24-81.88,,,3
ComPACT_G203.085-31.477,70.55833,-6.21667,30,0.9566382765769958,SZ_G203.01-31.48,,,2
ComPACT_G224.430-76.599,27.90833,-28.99167,59,0.9989224672317504,SZ_G224.31-76.54,ACT-CL J0151.6-2859,PSZ2 G224.40-76.54,1
ComPACT_G215.98331.234,132.31667,11.3,35,0.99179345369339,SZ_G215.90+31.24,,,1
ComPACT_G252.160-44.494,65.75,-46.14167,40,0.997657060623169,SZ_G252.25-44.52,ACT-CL J0422.9-4608,,1
ComPACT_G151.445-68.884,22.86667,-8.25833,47,0.9919700026512146,SZ_G151.62-68.91,,,1
ComPACT_G249.985-33.005,82.05,-44.275,48,0.9840618968009948,SZ_G249.92-33.04,ACT-CL J0528.2-4416,,1
ComPACT_G184.748-60.424,39.15833,-10.9,29,0.9894264936447144,SZ_G184.88-60.41,,,2
ComPACT_G312.83372.296,195.9,9.65833,54,0.998815894126892,SZ_G312.61+72.30,ACT-CL J1303.5+0939,,1
ComPACT_G270.448-47.461,55.4,-57.51667,36,0.9960726499557496,SZ_G270.37-47.50,ACT-CL J0341.5-5731,,1
ComPACT_G221.224-51.801,55.75,-25.95833,27,0.9788815975189208,SZ_G221.13-51.84,,,2
ComPACT_G297.94169.161,191.075,6.35833,21,0.909018874168396,SZ_G298.13+69.17,,,3
ComPACT_G60.002-47.919,336.125,-3.84167,23,0.973145067691803,SZ_G060.07-47.87,,,3
ComPACT_G95.147-53.877,356.83333,5.5,34,0.959257185459137,SZ_G095.11-53.81,,,1
ComPACT_G322.041-64.419,359.95,-50.75,36,0.9158725738525392,SZ_G321.95-64.36,,,1
ComPACT_G215.373-42.752,64.05833,-19.71667,36,0.9555168151855468,SZ_G215.39-42.68,,,1
ComPACT_G84.973-41.753,344.8,12.7,22,0.9563441276550292,SZ_G084.92-41.81,,,3
ComPACT_G43.160-57.680,339.375,-17.50833,24,0.9748467803001404,SZ_G043.03-57.69,,,3
ComPACT_G208.16220.064,118.93333,13.05833,25,0.929796814918518,SZ_G208.23+20.07,,,3
ComPACT_G212.57334.009,133.725,15.05,28,0.982328712940216,SZ_G212.61+34.07,,,2
ComPACT_G14.132-73.893,354.98333,-31.175,46,0.9372262358665466,SZ_G014.21-73.96,,,1
ComPACT_G221.00225.607,129.21667,4.84167,27,0.8341914415359497,SZ_G221.04+25.55,,,2
ComPACT_G255.868-52.148,54.11667,-47.05833,39,0.9874005913734436,SZ_G255.79-52.20,ACT-CL J0336.4-4703,,1
ComPACT_G24.873-44.821,322.50833,-24.2,26,0.985484778881073,SZ_G024.78-44.82,,,2
ComPACT_G22.27055.697,228.14167,16.49167,66,0.9995187520980836,SZ_G022.32+55.63,ACT-CL J1512.5+1628,,1
ComPACT_G107.290-67.075,6.80833,-4.94167,51,0.9992966651916504,SZ_G107.12-67.10,ACT-CL J0027.2-0456,,1
ComPACT_G14.569-48.913,325.6,-31.86667,26,0.9805226922035216,SZ_G014.66-48.95,,,2
ComPACT_G263.01559.780,173.99167,2.89167,24,0.968122899532318,SZ_G263.10+59.73,,,3
ComPACT_G22.52038.361,244.2,9.025,51,0.9983280301094056,SZ_G022.43+38.35,,,1
ComPACT_G189.977-32.185,64.15,2.91667,22,0.9831978678703308,SZ_G189.91-32.22,,,3
ComPACT_G5.48745.181,231.60833,1.96667,51,0.9976335763931274,SZ_G005.52+45.12,ACT-CL J1526.4+0157,,1
ComPACT_G120.078-44.516,10.71667,18.30833,26,0.9053837060928344,SZ_G120.10-44.45,,,2
ComPACT_G213.08346.975,146.53333,19.375,33,0.9056394696235656,SZ_G213.17+46.94,,,1
ComPACT_G178.201-45.272,48.21667,1.88333,48,0.9986164569854736,SZ_G178.28-45.32,ACT-CL J0312.8+0152,,1
ComPACT_G217.41019.740,122.45833,5.08333,26,0.9804291725158693,SZ_G217.40+19.81,,,2
