name,RA,DEC,pmax,S,Priority,z,zType,zSource,zCluster,zCluster_err,zCluster_delta,zZazn,zZazn_err,zZazn_sig1,zZazn_sig2,M500,e_M500,E_M500,mSource,Mact,e_Mact,E_Mact,Mplanck,e_Mplanck,E_Mplanck
ComPACT_G145.082-80.903,16.46667,-18.65833,0.9989895224571228,50,1,0.919,phot,ACTDR6,0.8400000000000001,0.1834477595109712,13.04697579098043,,,,,6.202723773801285,5.106096667228658,7.18208594134931,PSZ-MCMF,2.573825992563417,2.882946465660285,2.6346130911626844,4.082399424009692,4.080359262224986,2.063332321813808
ComPACT_G277.743-51.745,43.58333,-58.95,0.9982762336730956,87,1,0.438,spec,ACT-MCMF,0.42,0.141573814405206,13.5051060280896,0.4254,0.046014252015685,1.0,0.998,9.6899995803833,0.3700000047683716,0.3799999952316284,PSZ2,10.315191759726254,1.1487475686173725,1.0654587356799123,11.608512125103404,0.7678814803880838,0.729684132299175
ComPACT_G40.813-60.650,341.80833,-19.73333,0.9659994840621948,40,1,,,,,,,,,,,,,,,,,,,,
ComPACT_G0.561-47.455,323.525,-41.15833,0.9977133274078368,51,1,0.717,phot,ACT-MCMF,0.68,0.1674957804230607,12.44637639671098,0.7133,0.0553081366482904,0.992,0.974,3.683564,411994500000000.0,321891300000000.0,PSZSPT,6.599600762321685,1.5645568909313337,1.3373121782889963,6.696472936714343,1.2287136165703056,1.0714539143153787
ComPACT_G44.605-20.478,306.3,0.525,0.9988069534301758,63,1,0.3,phot,ACTDR5,,,,,,,,5.650000095367432,0.4399999976158142,0.4900000095367431,PSZ2,5.537690105963269,1.034385092754142,0.91401013550695,6.316460408345381,0.48791196443605,0.4597882474478437
ComPACT_G61.476-54.126,341.625,-6.90833,0.9966088533401488,41,1,0.6,spec,ACTDR6,0.6,0.1595197908791054,11.490495320100464,0.6277,0.0525448281225835,1.0,0.984,5.948088720445767,1.1360169134509888,0.9538436802524838,ACTDR6,7.3674213807498,1.448201468061416,1.27012122670311,6.825027668896428,1.0939908825888338,0.9699748922345264
ComPACT_G53.801-63.031,346.80833,-15.225,0.9908531308174132,40,1,0.11,spec,RASS-MCMF,0.15,0.114654849694357,0.9413057111632264,0.1146,0.0359811177891697,0.997,0.946,3.674993080056492,1.2235734058942287,0.917946875376476,ACTDR6,3.167229185404957,0.2838259854738887,0.2669166028729912,2.940136519574988,0.3192143552737844,0.2938919238035019
ComPACT_G80.391-33.241,336.525,17.36667,0.9973838925361632,65,1,0.108,spec,ACTDR5,0.15,0.114654849694357,1.263906564076752,0.1086,0.035787427939237,1.0,0.973,3.7699999809265137,0.270000010728836,0.2800000011920929,PSZ2,3.575821514261301,0.3021571128624956,0.2851292511129856,4.017098380371572,0.277182485398925,0.2628285383265344
ComPACT_G47.358-34.187,319.41667,-4.175,0.8627594709396362,22,3,,,,0.65,0.1645047843440774,1.4681273033394948,,,,,,,,,,,,,,
ComPACT_G73.874-40.246,337.18333,8.65833,0.9980600476264954,47,1,0.405,spec,ACTDR5,0.42,0.141573814405206,11.657124618185476,0.4119,0.0455784498533364,1.0,0.998,6.089455454099879,1.2284440090567963,1.0222270897092094,ACTDR6,6.484722982964572,0.8106856020837825,0.7447189667683888,4.420364571644556,1.1886895730374465,0.9759518619067208
ComPACT_G258.685+64.451,175.175,7.84167,0.9816583395004272,55,1,,,,0.19,0.1186428444663346,0.5275733517507757,,,,,,,,,,,,,,
ComPACT_G305.275-71.993,11.83333,-45.11667,0.99689781665802,78,1,0.439,phot,ACT-MCMF,0.43,0.1425708130982004,14.66319462838272,0.4447,0.0466372876996353,1.0,0.995,5.629153824011672,4.72436955581277,6.449934846517032,PSZ-MCMF,3.63755171124635,3.493233075365163,1.875528118644319,3.846108155580532,0.91408713010547,0.7670957321528369
ComPACT_G241.220-33.036,80.475,-37.025,0.9006138443946838,28,2,,,,0.25,0.1246248366243011,0.6914331675680445,,,,,,,,,,,,,,
ComPACT_G20.671+47.498,235.31667,12.03333,0.9419212937355042,25,3,,,,0.2,0.119639843159329,0.6960986287183446,,,,,,,,,,,,,,
ComPACT_G250.722-30.347,85.85833,-44.50833,0.9901662468910216,27,2,0.164,spec,ACTDR6,0.16,0.1156518483873514,1.3730278552906316,0.1782,0.0380342301984566,0.995,0.958,2.821547045709135,2.243377982134297,3.3355501769662554,PSZ-MCMF,2.692887438286036,0.412406341432655,0.3719522373522112,2.327061151854511,0.5343804245697021,0.4509880796218428
ComPACT_G68.905-22.885,321.35,17.71667,0.9877532124519348,47,1,0.216,spec,ACTDR6,0.23,0.1226308392383123,2.633764607151353,0.2222,0.0394546224312966,0.996,0.864,5.10941098158744,1.18535947678809,0.9621460810809132,ACTDR6,4.109581850491666,0.7140901951040544,0.6355135729841456,3.895646240310513,0.5431368640943743,0.4888907858875969
ComPACT_G104.871-47.311,0.35833,13.8,0.9306561350822448,32,1,,,,0.15,0.114654849694357,0.1636773875476096,,,,,,,,,,,,,,
ComPACT_G180.136-21.769,67.23333,16.175,0.948439598083496,24,3,,,,,,,,,,,,,,,,,,,,
ComPACT_G350.203+68.746,208.65,11.89167,0.999672532081604,74,1,0.63,spec,ACTDR5,0.59,0.158522792186111,5.508689423298909,0.6224,0.0523737354218096,0.999,0.996,5.604990198616287,0.9834389235105868,0.8366433674914131,ACTDR6,7.056837935452963,1.3325206021785911,1.1748857521256824,6.206730906576725,1.8705507319505856,1.5014760029989
ComPACT_G165.574-54.265,36.16667,0.7,0.9614413976669312,33,1,0.586,spec,ACTDR6,0.56,0.1555317961071278,1.1768496825650838,0.5819,0.0510663289347637,0.987,0.936,2.539454723185103,0.6634981969001844,0.5260531990267615,ACTDR6,7.31700974670091,1.6282297957572165,1.4052814328754613,7.538560955108213,1.5376242381217675,1.321426015298415
ComPACT_G237.293-62.219,44.10833,-35.06667,0.9957780838012696,44,1,0.746,phot,ACT-MCMF,0.6900000000000001,0.1684927791160551,1.727116362302251,,,,,4.689938164586282,0.8534383487232431,0.7220460441733725,ACTDR6,6.300636414079435,1.784268896723031,1.4820611865360511,6.969027384157513,1.3975603925789368,1.2039823967556575
ComPACT_G247.244+62.573,170.13333,10.0,0.8641881942749023,22,3,,,,0.2,0.119639843159329,0.3357859171819946,,,,,,,,,,,,,,
ComPACT_G165.682-55.797,35.29167,-0.55833,0.9817618131637572,35,1,0.8,phot,MaDCoWS_II,0.16,0.1156518483873514,0.2392489603208216,,,,,6.194541900817355,1.8937740755784864,2.443599988498336,yact,6.194541900817355,2.443599988498336,1.8937740755784864,,,
ComPACT_G252.082-70.797,31.74167,-37.98333,0.9983329176902772,41,1,0.459,phot,RASS-MCMF,0.45,0.1445648104841893,15.994655860550946,0.4613,0.0471731629511158,0.997,0.967,4.621165748847295,3.534028222139764,5.5641097975532965,PSZ-MCMF,2.1408948411233903,2.4008767505411024,1.6973548059792103,3.974493747083664,1.8988578061500048,1.3492796809296312
ComPACT_G284.498+72.002,187.16667,9.95,0.9987388253211976,49,1,0.947,phot,ACTDR6,0.62,0.1615137882650942,1.7245877721964105,,,,,3.370953604869888,0.6051706339497438,0.5130629747826594,ACTDR6,8.670963559320947,1.1873530341594587,1.082250854483295,,,
ComPACT_G150.914-38.223,35.89167,19.59167,0.981714367866516,45,1,,,,0.65,0.1645047843440774,2.004078402540535,,,,,,,,,,,,,,
ComPACT_G52.058-48.305,333.41667,-8.425,0.9996424913406372,57,1,0.718,spec,ACTDR6,0.65,0.1645047843440774,5.726569897190646,0.7148,0.0553565591107736,1.0,0.996,9.179019228414404,1.6179864637756738,1.3755229260510176,ACTDR6,9.897418417631055,1.1227886722463238,1.0395448507090876,7.884465681439062,1.3843258710495463,1.21399755745251
ComPACT_G286.502+71.951,187.75833,9.73333,0.9991301894187928,50,1,0.596,spec,RASS-MCMF,0.6,0.1595197908791054,8.36453484141876,0.5681,0.0506208422799184,0.998,0.96,6.035011024807171,1.0686977469015662,0.9079204809779936,ACTDR6,8.027054300934886,0.9328773452269238,0.8621701820592675,6.995666427447034,0.9561614063814424,0.8623817665931788
ComPACT_G107.703-58.329,4.91667,3.6,0.9999328851699828,82,1,0.269,spec,REDMAPPER-DES-SDSS,0.28,0.1276158327032843,14.095840262647112,0.2738,0.0411203551407181,0.998,0.983,6.21999979019165,0.4799999892711639,0.5299999713897705,PSZ2,7.082567328734838,0.50458292506863,0.4804094731536775,7.3835307365608225,0.7652384112528088,0.7071020691295937
ComPACT_G31.179-64.851,344.88333,-25.10833,0.9910043478012084,48,1,0.428,phot,ACTDR5,,,,,,,,5.310407,1.151418,1.303414,ComPRASS,5.630012479511367,1.4165273100693394,1.2006380915129076,6.808329300684767,1.7030296684116506,1.4167168248002524
ComPACT_G159.904-73.512,22.975,-13.61667,0.9977241158485411,90,1,0.206,spec,ACTDR5,0.19,0.1186428444663346,5.735545654154882,0.2196,0.0393706901629924,1.0,0.996,8.460000038146973,0.2800000011920929,0.3199999928474426,PSZ2,9.739741750480793,0.4100115267952812,0.3981846836734937,10.0282794798414,1.63998745018813,1.4506841014422611
ComPACT_G254.674-45.240,64.34167,-47.81667,0.9996250867843628,64,1,0.579,spec,ACT-MCMF,0.56,0.1555317961071278,4.930733125632473,0.5741,0.0508145321298511,1.0,0.997,4.809999942779541,0.5699999928474426,0.6100000143051147,PSZ2,5.1286488979619005,0.9008505100021132,0.8009774626087725,5.85440471644186,0.7875887280075006,0.7114547615162937
ComPACT_G352.063-24.017,290.25833,-45.85,0.9988036155700684,55,1,0.798,spec,ACTDR6,,,,,,,,6.579999923706055,0.8199999928474426,0.8999999761581421,PSZ2,5.52403759170708,3.39852340739266,2.2989145716733685,,,
ComPACT_G89.982-43.946,349.18333,12.78333,0.9998844861984252,68,1,0.521,spec,ACTDR6,0.52,0.1515438013351501,14.82563131591562,0.5316,0.0494425623594943,1.0,0.995,6.329999923706055,0.7400000095367432,0.8199999928474426,PSZ2,6.958466410878015,1.3754125357488838,1.2060508088714963,7.777102543182559,0.5862694299187525,0.553247769944085
ComPACT_G212.441-33.983,71.73333,-14.39167,0.9721046686172484,21,3,0.397,phot,RASS-MCMF,,,,,,,,4.689938164586282,1.0760810807817562,0.8752578710176637,ACTDR6,5.5126053973678095,1.1145736776965265,0.9747283225575576,4.944794760942199,1.0637367430313107,0.9069770149442876
ComPACT_G70.981-31.365,329.14167,13.35833,0.9049074649810792,31,1,,,,0.5800000000000001,0.1575257934931166,0.8141719347664866,,,,,,,,,,,,,,
ComPACT_G69.830-34.198,330.55,10.7,0.9983077049255372,47,1,0.362,spec,ACT-MCMF,0.37,0.136588820940234,21.553778936398384,0.3899,0.0448682537369164,0.991,0.979,4.748498,0.945589,1.057261,ComPRASS,2.667577880911409,2.997300918749766,1.8171539068957312,3.7357302607574505,1.3814500727023178,1.057627636597088
ComPACT_G225.922-19.998,90.05833,-20.11667,0.999969482421875,57,1,0.46,phot,ACTDR5,,,,,,,,10.729999542236328,0.5099999904632568,0.5400000214576721,PSZ2,1.128196264704642,0.6211332066484222,0.4373336777198009,13.388250237464442,0.6853366536760624,0.6586722108708125
ComPACT_G252.962-41.358,70.23333,-46.96667,0.9968157410621644,44,1,0.308,phot,SPT2500D,0.31,0.1306068287822676,7.82295818130641,0.3318,0.0429926903567344,1.0,0.99,4.320000171661377,0.4300000071525574,0.4799999892711639,PSZ2,4.529014532352485,0.8902352543839063,0.7815847335115862,4.167515974894453,0.6808143453486606,0.6023035537195912
ComPACT_G6.779+39.597,236.625,-0.66667,0.9041104316711426,39,1,0.432,spec,REDMAPPER-DES-SDSS,0.75,0.1744747712740215,4.40115093733538,,,,,3.594461253909225,1.883122033772837,1.2958242014244323,yplanck,,,,3.594461253909225,1.883122033772837,1.2958242014244323
ComPACT_G226.190-56.796,50.65,-29.55833,0.9585121870040894,34,1,,,,0.11,0.1106668549223794,0.1064710675989115,,,,,,,,,,,,,,
ComPACT_G148.161-38.452,33.70833,20.3,0.983125627040863,22,3,,,,0.21,0.1206368418523234,0.3908478629196137,,,,,,,,,,,,,,
ComPACT_G72.656-68.144,355.825,-12.20833,0.984979808330536,21,3,,,,0.63,0.1625107869580886,1.5880952727032027,,,,,,,,,,,,,,
ComPACT_G226.727+48.949,152.2,11.8,0.9998594522476196,68,1,0.26,spec,ACT-MCMF,,,,,,,,4.849999904632568,0.4099999964237213,0.5099999904632568,PSZ2,6.47549146042866,0.6705118361231188,0.6247430906501324,6.918848697416101,0.7161714241688737,0.661826867470195
ComPACT_G3.929-59.418,338.61667,-37.74167,0.9993150234222412,97,1,0.153,spec,ACT-MCMF,,,,,,,,7.190000057220459,0.2599999904632568,0.2599999904632568,PSZ2,7.704845307732621,0.2944462406295725,0.2867161118010187,7.76242427024644,0.6858292055740712,0.6409548605788425
ComPACT_G2.826+39.204,235.04167,-3.30833,0.9986051917076112,67,1,0.153,spec,ACT-MCMF,,,,,,,,5.739999771118164,0.4799999892711639,0.4799999892711639,PSZ2,,,,7.858838884956843,0.4837891123686437,0.4613202041691788
ComPACT_G32.313+37.034,248.78333,15.48333,0.9998660087585448,77,1,0.474,spec,ACTDR5,0.47,0.1465588078701781,4.9746681177909045,0.4798,0.0477703733217417,1.0,0.997,4.946578,1.017084,1.155985,ComPRASS,6.031971960387409,1.25261345476078,1.0908343730701862,5.981190831380679,1.321970905429485,1.1224690652058962
ComPACT_G115.110-73.795,10.64167,-11.05833,0.9991525411605836,52,1,0.578,phot,ACT-MCMF,0.52,0.1515438013351501,4.761900178061403,0.5765,0.0508920080698242,1.0,0.993,6.44912,1.201952,1.345481,ComPRASS,3.440896248612102,3.8595515528304905,1.8771366456430456,4.552498011031797,1.9531153129611496,1.4354227856106532
ComPACT_G203.740+22.002,119.05833,17.61667,0.9590837955474854,54,1,,,,0.18,0.1176458457733402,0.796118605780052,,,,,,,,,,,,,,
ComPACT_G240.354-44.219,66.39167,-37.71667,0.999122679233551,70,1,0.316,phot,ACT-MCMF,0.33,0.1326008261682564,10.1828931272258,0.3362,0.0431347295800185,1.0,0.992,5.157261031773148,4.47731452809444,5.790664336758739,PSZ-MCMF,3.95354855586612,1.042722147823478,0.877417787756745,,,
ComPACT_G50.468-55.557,339.25833,-12.96667,0.99503493309021,55,1,0.528,phot,ACT-MCMF,0.52,0.1515438013351501,9.841573925557883,0.528,0.0493263484495347,1.0,0.998,5.754081350495468,1.1131816210305587,0.9327351569096632,ACTDR6,3.8727858437452194,2.3439251361116438,1.59590506589062,3.887930306766233,1.9608821722179208,1.3678489638847386
ComPACT_G349.299+69.600,207.825,12.31667,0.9970478415489196,51,1,0.373,spec,REDMAPPER-DES-SDSS,0.37,0.136588820940234,11.306128520856788,0.3825,0.044629369588666,0.993,0.982,2.5962196589983773,0.6001019070080135,0.4874341758808921,ACTDR6,2.53305811132482,2.836354224291645,1.7764776107576423,,,
ComPACT_G155.506-60.182,28.39167,-1.3,0.9947230815887452,66,1,0.243,spec,RASS-MCMF,0.23,0.1226308392383123,7.16326769008907,0.25,0.0403520520693183,0.998,0.989,4.260000228881836,0.5299999713897705,0.6100000143051147,PSZ2,5.784253499297193,0.8613586935566525,0.78023808367168,5.5326555879925134,0.8443888690557518,0.7528227723140907
ComPACT_G124.096-54.107,13.55,8.75833,0.9901031255722046,32,1,0.507,spec,ACT-MCMF,0.51,0.1505468026421557,10.636820503455947,0.5153,0.0489163716005104,1.0,0.997,4.508846045098857,0.9509160286297956,0.7852968530514132,ACTDR6,6.46680357099133,1.1912128293036524,1.0535387311714823,5.175958646271636,1.3477543496815063,1.11315760816679
ComPACT_G236.065-22.767,90.925,-29.925,0.9347137212753296,22,3,0.553,phot,ACT-MCMF,0.51,0.1505468026421557,4.6138487483232735,0.5467,0.0499300151484917,1.0,0.992,5.321972269016203,1.0208162005189612,0.8565247819658757,ACTDR6,4.293481586683386,1.4133245902311125,1.1409365148260668,5.74200055009419,0.7810711260625662,0.70479812781052
ComPACT_G48.862-20.396,308.23333,4.01667,0.9899251461029052,24,3,,,,0.5800000000000001,0.1575257934931166,0.4770646742436972,,,,,,,,,,,,,,
ComPACT_G7.453+58.579,221.5,10.925,0.996994137763977,57,1,0.168,spec,ACT-MCMF,0.16,0.1156518483873514,3.4611761967980907,0.1675,0.0376888166327433,0.994,0.834,4.231191156111119,1.0468436180031024,0.839213011640185,ACTDR6,3.288171015317869,0.6607980452486282,0.5794900219563232,3.63585939368086,0.8133789381212368,0.6893209918796793
ComPACT_G249.315+59.400,168.46667,7.10833,0.8757745027542114,32,1,,,,0.5,0.1495498039491613,0.9350263927400244,,,,,,,,,,,,,,
ComPACT_G258.562-22.629,99.175,-49.7,0.9970130920410156,45,1,0.328,phot,ACT-MCMF,,,,,,,,3.738821,406678100000000.0,339871100000000.0,PSZSPT,9.007867561201802,0.6050974347130526,0.5780305309580475,,,
ComPACT_G254.922+55.888,168.2,2.5,0.9981980919837952,56,1,0.265,spec,RASS-MCMF,0.27,0.1266188340102899,14.343408899535548,0.0785,0.0348157505254078,0.982,0.855,2.319999933242798,0.25,0.2599999904632568,PSZ2,6.595253864764915,1.2174237079056187,1.075943896290495,6.684808738432956,1.367021668486552,1.1743704710035523
ComPACT_G18.547-25.707,300.88333,-23.39167,0.9987493753433228,85,1,0.317,spec,PSZ1,,,,,,,,8.989999771118164,0.4399999976158142,0.4900000095367431,PSZ2,9.913192297711854,0.8645437220654225,0.8143436496282638,10.343748724864168,0.8982165654070663,0.8403943822379587
ComPACT_G270.915-58.795,38.95,-51.35,0.9960232973098756,77,1,0.278,spec,SPT2500D,0.27,0.1266188340102899,10.997166685850154,0.2945,0.041788585122986,0.999,0.992,5.949999809265137,0.3600000143051147,0.3700000047683716,PSZ2,5.646661732158752,0.7418081566041037,0.6786105349358212,6.112815136419621,0.6285857366329619,0.5811791221447288
ComPACT_G86.787-61.180,356.31667,-3.04167,0.999496340751648,66,1,0.319,spec,ACTDR6,0.33,0.1326008261682564,6.053400864182307,0.3292,0.0429087580884303,0.996,0.994,4.239999771118164,0.6299999952316284,0.7099999785423279,PSZ2,6.150641912328067,0.5905356358078026,0.55298839259502,5.926662568328073,0.8967377292751537,0.8002540843618687
ComPACT_G0.008-27.126,296.78333,-39.675,0.998390793800354,48,1,0.407,phot,ACT-MCMF,,,,,,,,5.516633945193786,1.1174685689936468,0.9292387368470668,ACTDR6,4.263225656464317,2.944274551112224,1.8977912798301668,5.0264736552241365,2.500585227864384,1.7526840401668755
ComPACT_G110.995-55.628,6.10833,6.61667,0.993536412715912,40,1,0.325,spec,REDMAPPER-DES-SDSS,0.63,0.1625107869580886,0.8241996365067754,0.3292,0.0429087580884303,0.986,0.883,3.5946980725190363,1.103650315594652,1.4234324996453802,yact,3.5946980725190363,1.4234324996453802,1.103650315594652,3.779128850246599,1.0959432866183825,0.8866843562755488
ComPACT_G320.789-62.758,359.53333,-52.48333,0.9881118535995485,27,2,0.638,phot,SPT100deg,0.62,0.1615137882650942,7.182470471680185,,,,,3.5625024814041675,0.7275563345291962,0.6041691637175538,ACTDR6,4.8391686569546986,1.6467976499806074,1.3202178436181409,,,
ComPACT_G228.857+34.527,140.34167,3.28333,0.9996028542518616,75,1,0.351,spec,REDMAPPER-DES-SDSS,0.36,0.1355918222472396,9.01900142613279,0.3426,0.0433413320866134,0.995,0.981,7.414587739333267,1.477319008893205,1.2318743010444062,ACTDR6,4.322374533709392,1.98104219294127,1.478456234211145,4.653466867724491,1.202871007171,0.9948128771258162
ComPACT_G98.395-67.636,3.70833,-6.525,0.9821323156356812,48,1,0.398,spec,RASS-MCMF,0.4,0.1395798170192172,29.912738349271404,0.4099,0.0455138865700255,1.0,0.997,4.01971,,,RASS-MCMF,1.7877592818692365,2.005181358688533,1.441411736122859,3.461351541428741,0.7626204295462069,0.6478501353548406
ComPACT_G359.635-75.235,357.89167,-34.43333,0.9139018058776855,36,1,0.057,spec,RASS-MCMF,,,,,,,,1.061518,0.400791,0.431987,ComPRASS,1.2917942014572832,0.1589919039979275,0.1462404918376346,1.1420392259376797,0.2393540067514718,0.2048823238885896
ComPACT_G198.599-19.692,78.85833,3.08333,0.9962432384490968,74,1,0.325,spec,ACTDR6,,,,,,,,8.655531263517103,1.810980844737164,1.49763370615998,ACTDR6,,,,6.156585237370656,1.1960957463268838,1.035017858337215
ComPACT_G155.106-49.985,33.075,7.76667,0.9997901320457458,76,1,0.459,phot,ComPRASS,0.45,0.1445648104841893,21.1251983029144,0.4533,0.0469149098178722,1.0,0.995,6.570000171661377,0.7699999809265137,0.8199999928474426,PSZ2,8.037881522468048,1.100282644099375,1.0034262850932776,7.361578835762764,1.012143080505385,0.912334654743375
ComPACT_G217.526-66.372,39.375,-26.50833,0.9971603155136108,64,1,0.222,spec,MCXC2,0.23,0.1226308392383123,7.854227582216605,0.2288,0.0396676812662226,0.999,0.981,4.866063,0.781245,0.854082,ComPRASS,4.974041278797592,0.6474246937082007,0.5935644081747025,4.254758512005199,0.931511497682228,0.79210125625318
ComPACT_G240.528+45.074,154.09167,1.81667,0.9908344745635986,28,2,0.299,spec,ACTDR6,0.3,0.1296098300892731,9.843238457257703,,,,,2.6597602073066304,0.7111933975632575,0.5611480074377854,ACTDR6,1.5884869061541131,1.7844214780686138,1.847764472817692,1.09078396145858,1.0895278692490478,1.6481931861312085
ComPACT_G223.902-60.101,46.75833,-28.66667,0.9997572302818298,73,1,0.253,spec,ACT-MCMF,0.24,0.1236278379313067,14.094146042672312,0.2598,0.0406684121575417,0.998,0.987,6.960000038146973,0.4399999976158142,0.449999988079071,PSZ2,7.515660506376452,0.643002159351775,0.6063377187971974,7.75351824658656,0.75784950311278,0.7033380951202275
ComPACT_G280.697-52.390,40.15833,-59.76667,0.9977073669433594,75,1,0.4,spec,ACTDR5,0.39,0.1385828183262228,9.2884878655805,0.4028,0.0452846869142717,1.0,0.992,4.356575,466609200000000.0,403796700000000.0,PSZSPT,2.33987670248529,1.08878578640075,0.8083649535358656,5.63395567543049,1.225216766293418,1.04292844189827
ComPACT_G356.992-63.533,344.81667,-39.86667,0.998691976070404,71,1,0.531,phot,ACTDR5,0.51,0.1505468026421557,3.479453612096937,0.5333,0.0494974411503086,0.994,0.99,6.392725770123931,5.410898681139163,7.290070319336803,PSZ-MCMF,4.155390918852536,2.161389513014684,1.5514976427439562,6.116933462092763,1.5995512727388497,1.3201024863914088
ComPACT_G334.064-44.744,326.425,-59.55,0.9098801016807556,21,3,0.285,phot,PSZ-MCMF,0.27,0.1266188340102899,6.69300234660416,0.3156,0.0424697277619161,0.997,0.993,4.34396174711988,3.491891805706672,5.10848082369445,PSZ-MCMF,2.984391843068059,1.099779751101952,0.8674304873068506,2.8952450938034144,1.3026756855870234,0.9436535564452906
ComPACT_G41.379-66.976,348.26667,-21.625,0.9916064739227296,35,1,0.087,spec,MCXC2,,,,,,,,4.422466648928751,1.4076409177726343,1.067775326834855,ACTDR6,2.4746656381767336,0.4724265759523934,0.4158379482793909,2.7072913763003226,0.4767475557955203,0.417932225867354
ComPACT_G6.605-46.164,321.81667,-37.03333,0.9969531297683716,42,1,0.739,phot,ACT-MCMF,,,,,,,,5.123549744161906,0.9449076593284276,0.7977779317400138,ACTDR6,1.0573683652834565,1.1830018807204972,2.8992042588829943,,,
ComPACT_G259.498-73.415,27.36667,-38.425,0.9966644644737244,68,1,0.36,phot,PSZ-MCMF,0.38,0.1375858196332284,16.798465874156015,0.3757,0.0444098544254089,0.998,0.991,4.568537937992863,3.739016986486386,5.322416638659194,PSZ-MCMF,1.0333869477218276,1.1580205117801017,2.4314392167149514,2.3519583068349004,2.350526310101891,1.285172266959356
ComPACT_G290.388-57.375,25.8,-58.475,0.9864020943641664,37,1,0.201,phot,PSZ-MCMF,0.19,0.1186428444663346,3.262712426463436,0.2106,0.0390801553880933,0.996,0.947,3.370621666548503,2.811347665626889,3.885391043754863,PSZ-MCMF,2.004285521203284,0.9355992363629968,0.6934966588671709,2.227619863792733,0.4663072926148618,0.3992219359228475
ComPACT_G347.200-27.369,293.74167,-50.85833,0.9960965514183044,77,1,0.237,spec,PSZ1,,,,,,,,7.190000057220459,0.4399999976158142,0.4600000083446502,PSZ2,8.103099317662377,0.816898661663525,0.7636022288622413,8.772411309272691,0.6774812606188725,0.63843819455225
ComPACT_G37.732-46.901,327.65,-16.38333,0.9841455817222596,34,1,0.263,spec,ACT-MCMF,,,,,,,,5.170000076293945,0.4900000095367431,0.5899999737739563,PSZ2,5.767630099262181,0.7065515446195387,0.6508036614592225,6.141313632115898,0.7067769836082931,0.64759831904384
ComPACT_G41.454-48.368,330.08333,-14.66667,0.9889785647392272,24,3,0.304,phot,ACT-MCMF,0.29,0.1286128313962787,3.747503988616259,,,,,2.77217,0.697752374064264,0.549084161566265,ACT-MCMF,3.9710972215278,1.2679986126613914,1.0294496668632287,,,
ComPACT_G225.450-24.706,85.20833,-21.45833,0.9981181621551514,45,1,0.523,phot,ACT-MCMF,0.52,0.1515438013351501,4.043921581496288,0.5365,0.049600742403606,1.0,0.98,5.774934250920879,4.712331407151192,6.729538161590734,PSZ-MCMF,4.949101008431371,2.9808282642572,2.033829505029529,5.507165973289045,2.166647751280541,1.631950201418962
ComPACT_G138.315-57.443,21.09167,4.44167,0.992673933506012,52,1,0.124,spec,ACTDR5,0.13,0.1126608523083682,0.5811657993619099,,,,,2.206769,0.587576,0.669612,ComPRASS,2.658214453260025,0.4677856919050215,0.4157183289199837,,,
ComPACT_G239.658+53.922,160.80833,7.63333,0.9963388442993164,56,1,0.827,spec,ACTDR6,0.8200000000000001,0.1814537621249824,23.0886393597216,0.8094,0.0584104024113796,1.0,0.999,4.05658720108231,0.7381860828113975,0.6245376033959138,ACTDR6,1.5078304552519768,1.687859377745626,2.501861578924277,2.268485374051786,2.266481375081011,1.1180533145484648
ComPACT_G112.746-47.535,5.76667,14.775,0.9988781809806824,58,1,0.384,spec,ACT-MCMF,0.41,0.1405768157122116,16.12967528842894,0.4103,0.0455267992266876,1.0,0.993,4.195601,1.131663,1.342651,ComPRASS,4.343035557091223,1.994260143630741,1.4871482908892213,6.175999800023638,0.9683210658623044,0.8607217274822313
ComPACT_G227.597+54.878,157.84167,14.08333,0.999581515789032,69,1,0.319,spec,ACTDR6,0.31,0.1306068287822676,7.467077229305,0.3206,0.0426311359701934,0.999,0.994,5.28000020980835,0.5400000214576721,0.5699999928474426,PSZ2,5.797648741075842,1.51076036073703,1.2723464147611838,6.120664059808568,1.2509612527272491,1.0747526879054023
ComPACT_G241.631-37.017,75.59167,-38.00833,0.9779472947120668,25,3,,,,0.17,0.1166488470803458,0.3006583016081972,,,,,,,,,,,,,,
ComPACT_G256.334+76.665,182.73333,17.61667,0.9997075200080872,55,1,0.388,spec,ACTDR6,0.39,0.1385828183262228,33.3777611860167,0.397,0.0450974533926701,0.999,0.994,4.308619,0.94476,1.08395,ComPRASS,5.929984010499775,0.8646388753005613,0.7835538420741137,4.559298874884687,0.8528676614483675,0.741816694914075
ComPACT_G253.255+46.851,161.36667,-3.50833,0.9966062307357788,66,1,,,,0.13,0.1126608523083682,0.1857165472091784,,,,,,,,,,,,,,
ComPACT_G194.167-15.105,80.63333,9.06667,0.984226644039154,29,2,,,,,,,,,,,,,,,,,,,,
ComPACT_G80.299-77.297,3.875,-17.50833,0.9995030164718628,64,1,0.438,phot,ACT-MCMF,0.46,0.1455618091771837,13.529979722929491,,,,,9.410167626613893,1.8049796348566864,1.514483985866,ACTDR6,6.517902742280796,1.4666835009653711,1.2632448639297449,6.341039784371894,1.3840678494756355,1.177478829022595
ComPACT_G73.373-80.039,4.78333,-20.44167,0.9978551268577576,70,1,0.277,spec,ACTDR6,,,,,,,,5.610000133514404,0.4699999988079071,0.4900000095367431,PSZ2,7.563747095132596,0.5973122148485712,0.5657457078030989,7.848431588585188,1.5842833906269738,1.3635626755755887
